vm_id,cluster_id,host_id
vm_01552,cluster_00015,host_00246
vm_01553,cluster_00000,host_00010
vm_01554,cluster_00010,host_00164
vm_01555,cluster_00013,host_00218
vm_01556,cluster_00005,host_00095
vm_01557,cluster_00001,host_00030
vm_01558,cluster_00004,host_00072
vm_01559,cluster_00002,host_00032
vm_01560,cluster_00014,host_00239
vm_01561,cluster_00007,host_00115
vm_01562,cluster_00018,host_00300
vm_01563,cluster_00008,host_00133
vm_01564,cluster_00015,host_00241
vm_01565,cluster_00009,host_00145
vm_01566,cluster_00011,host_00177
vm_01567,cluster_00003,host_00054
vm_01568,cluster_00005,host_00090
vm_01569,cluster_00011,host_00177
vm_01570,cluster_00014,host_00233
vm_01571,cluster_00007,host_00127
vm_01572,cluster_00010,host_00171
vm_01573,cluster_00017,host_00284
vm_01574,cluster_00000,host_00003
vm_01575,cluster_00008,host_00133
vm_01576,cluster_00018,host_00297
vm_01577,cluster_00008,host_00142
vm_01578,cluster_00003,host_00062
vm_01579,cluster_00008,host_00136
vm_01580,cluster_00017,host_00283
vm_01581,cluster_00014,host_00234
vm_01582,cluster_00015,host_00240
vm_01583,cluster_00016,host_00259
vm_01584,cluster_00014,host_00228
vm_01585,cluster_00010,host_00171
vm_01586,cluster_00014,host_00238
vm_01587,cluster_00009,host_00149
vm_01588,cluster_00012,host_00201
vm_01589,cluster_00013,host_00216
vm_01590,cluster_00008,host_00135
vm_01591,cluster_00012,host_00204
vm_01592,cluster_00003,host_00056
vm_01593,cluster_00008,host_00133
vm_01594,cluster_00019,host_00315
vm_01595,cluster_00001,host_00023
vm_01596,cluster_00002,host_00044
vm_01597,cluster_00006,host_00107
vm_01598,cluster_00002,host_00037
vm_01599,cluster_00012,host_00202
vm_01600,cluster_00014,host_00229
vm_01601,cluster_00006,host_00106
vm_01602,cluster_00008,host_00137
vm_01603,cluster_00001,host_00025
vm_01604,cluster_00017,host_00273
vm_01605,cluster_00009,host_00146
vm_01606,cluster_00010,host_00174
vm_01607,cluster_00006,host_00096
vm_01608,cluster_00013,host_00217
vm_01609,cluster_00011,host_00185
vm_01610,cluster_00010,host_00171
vm_01611,cluster_00011,host_00181
vm_01612,cluster_00010,host_00172
vm_01613,cluster_00017,host_00280
vm_01614,cluster_00004,host_00076
vm_01615,cluster_00001,host_00024
vm_01616,cluster_00018,host_00294
vm_01617,cluster_00014,host_00230
vm_01618,cluster_00006,host_00096
vm_01619,cluster_00009,host_00155
vm_01620,cluster_00007,host_00116
vm_01621,cluster_00001,host_00016
vm_01622,cluster_00009,host_00154
vm_01623,cluster_00001,host_00017
vm_01624,cluster_00008,host_00135
vm_01625,cluster_00018,host_00291
vm_01626,cluster_00009,host_00157
vm_01627,cluster_00012,host_00196
vm_01628,cluster_00000,host_00007
vm_01629,cluster_00001,host_00029
vm_01630,cluster_00005,host_00093
vm_01631,cluster_00005,host_00088
vm_01632,cluster_00009,host_00159
vm_01633,cluster_00009,host_00144
vm_01634,cluster_00013,host_00219
vm_01635,cluster_00004,host_00074
vm_01636,cluster_00011,host_00190
vm_01637,cluster_00001,host_00027
vm_01638,cluster_00015,host_00243
vm_01639,cluster_00003,host_00053
vm_01640,cluster_00011,host_00176
vm_01641,cluster_00007,host_00114
vm_01642,cluster_00005,host_00086
vm_01643,cluster_00001,host_00029
vm_01644,cluster_00009,host_00144
vm_01645,cluster_00008,host_00129
vm_01646,cluster_00006,host_00109
vm_01647,cluster_00012,host_00200
vm_01648,cluster_00016,host_00271
vm_01649,cluster_00003,host_00063
vm_01650,cluster_00001,host_00019
vm_01651,cluster_00010,host_00161
vm_01652,cluster_00005,host_00092
vm_01653,cluster_00007,host_00122
vm_01654,cluster_00013,host_00222
vm_01655,cluster_00007,host_00114
vm_01656,cluster_00013,host_00211
vm_01657,cluster_00008,host_00129
vm_01658,cluster_00016,host_00261
vm_01659,cluster_00012,host_00197
vm_01660,cluster_00015,host_00250
vm_01661,cluster_00003,host_00056
vm_01662,cluster_00007,host_00127
vm_01663,cluster_00014,host_00234
vm_01664,cluster_00000,host_00015
vm_01665,cluster_00009,host_00153
vm_01666,cluster_00014,host_00235
vm_01667,cluster_00006,host_00099
vm_01668,cluster_00001,host_00021
vm_01669,cluster_00006,host_00104
vm_01670,cluster_00005,host_00083
vm_01671,cluster_00011,host_00186
vm_01672,cluster_00011,host_00190
vm_01673,cluster_00009,host_00144
vm_01674,cluster_00003,host_00050
vm_01675,cluster_00000,host_00011
vm_01676,cluster_00013,host_00217
vm_01677,cluster_00004,host_00070
vm_01678,cluster_00005,host_00084
vm_01679,cluster_00007,host_00117
vm_01680,cluster_00005,host_00083
vm_01681,cluster_00017,host_00273
vm_01682,cluster_00000,host_00002
vm_01683,cluster_00006,host_00106
vm_01684,cluster_00006,host_00102
vm_01685,cluster_00011,host_00182
vm_01686,cluster_00003,host_00055
vm_01687,cluster_00016,host_00258
vm_01688,cluster_00004,host_00065
vm_01689,cluster_00018,host_00300
vm_01690,cluster_00009,host_00155
vm_01691,cluster_00018,host_00289
vm_01692,cluster_00010,host_00175
vm_01693,cluster_00015,host_00251
vm_01694,cluster_00016,host_00264
vm_01695,cluster_00000,host_00006
vm_01696,cluster_00012,host_00203
vm_01697,cluster_00005,host_00084
vm_01698,cluster_00009,host_00145
vm_01699,cluster_00000,host_00014
vm_01700,cluster_00009,host_00148
vm_01701,cluster_00013,host_00211
vm_01702,cluster_00008,host_00139
vm_01703,cluster_00001,host_00016
vm_01704,cluster_00010,host_00164
vm_01705,cluster_00019,host_00312
vm_01706,cluster_00009,host_00158
vm_01707,cluster_00002,host_00040
vm_01708,cluster_00004,host_00072
vm_01709,cluster_00014,host_00225
vm_01710,cluster_00002,host_00032
vm_01711,cluster_00008,host_00141
vm_01712,cluster_00012,host_00202
vm_01713,cluster_00017,host_00275
vm_01714,cluster_00002,host_00035
vm_01715,cluster_00019,host_00315
vm_01716,cluster_00008,host_00133
vm_01717,cluster_00004,host_00077
vm_01718,cluster_00011,host_00176
vm_01719,cluster_00002,host_00040
vm_01720,cluster_00006,host_00100
vm_01721,cluster_00001,host_00024
vm_01722,cluster_00019,host_00311
vm_01723,cluster_00001,host_00028
vm_01724,cluster_00010,host_00167
vm_01725,cluster_00000,host_00009
vm_01726,cluster_00010,host_00165
vm_01727,cluster_00008,host_00140
vm_01728,cluster_00014,host_00227
vm_01729,cluster_00014,host_00225
vm_01730,cluster_00015,host_00240
vm_01731,cluster_00011,host_00176
vm_01732,cluster_00001,host_00018
vm_01733,cluster_00000,host_00006
vm_01734,cluster_00012,host_00196
vm_01735,cluster_00018,host_00288
vm_01736,cluster_00016,host_00265
vm_01737,cluster_00003,host_00059
vm_01738,cluster_00015,host_00243
vm_01739,cluster_00013,host_00220
vm_01740,cluster_00011,host_00186
vm_01741,cluster_00011,host_00178
vm_01742,cluster_00017,host_00273
vm_01743,cluster_00007,host_00125
vm_01744,cluster_00019,host_00316
vm_01745,cluster_00010,host_00164
vm_01746,cluster_00017,host_00285
vm_01747,cluster_00003,host_00063
vm_01748,cluster_00003,host_00058
vm_01749,cluster_00018,host_00297
vm_01750,cluster_00002,host_00039
vm_01751,cluster_00015,host_00249
vm_01752,cluster_00013,host_00216
vm_01753,cluster_00019,host_00313
vm_01754,cluster_00014,host_00239
vm_01755,cluster_00017,host_00275
vm_01756,cluster_00001,host_00019
vm_01757,cluster_00016,host_00269
vm_01758,cluster_00009,host_00147
vm_01759,cluster_00008,host_00128
vm_01760,cluster_00010,host_00172
vm_01761,cluster_00006,host_00106
vm_01762,cluster_00003,host_00061
vm_01763,cluster_00017,host_00287
vm_01764,cluster_00014,host_00238
vm_01765,cluster_00000,host_00009
vm_01766,cluster_00018,host_00293
vm_01767,cluster_00007,host_00112
vm_01768,cluster_00015,host_00247
vm_01769,cluster_00001,host_00017
vm_01770,cluster_00003,host_00061
vm_01771,cluster_00014,host_00228
vm_01772,cluster_00007,host_00115
vm_01773,cluster_00003,host_00053
vm_01774,cluster_00013,host_00219
vm_01775,cluster_00014,host_00237
vm_01776,cluster_00003,host_00052
vm_01777,cluster_00014,host_00228
vm_01778,cluster_00008,host_00132
vm_01779,cluster_00005,host_00085
vm_01780,cluster_00008,host_00143
vm_01781,cluster_00016,host_00260
vm_01782,cluster_00002,host_00034
vm_01783,cluster_00006,host_00101
vm_01784,cluster_00010,host_00163
vm_01785,cluster_00006,host_00097
vm_01786,cluster_00018,host_00302
vm_01787,cluster_00003,host_00062
vm_01788,cluster_00001,host_00029
vm_01789,cluster_00006,host_00111
vm_01790,cluster_00016,host_00267
vm_01791,cluster_00000,host_00002
vm_01792,cluster_00002,host_00037
vm_01793,cluster_00009,host_00149
vm_01794,cluster_00002,host_00034
vm_01795,cluster_00015,host_00246
vm_01796,cluster_00001,host_00026
vm_01797,cluster_00017,host_00280
vm_01798,cluster_00001,host_00024
vm_01799,cluster_00019,host_00314
vm_01800,cluster_00005,host_00087
vm_01801,cluster_00002,host_00034
vm_01802,cluster_00005,host_00090
vm_01803,cluster_00012,host_00201
vm_01804,cluster_00013,host_00221
vm_01805,cluster_00009,host_00145
vm_01806,cluster_00009,host_00150
vm_01807,cluster_00013,host_00215
vm_01808,cluster_00005,host_00089
vm_01809,cluster_00000,host_00004
vm_01810,cluster_00019,host_00308
vm_01811,cluster_00013,host_00220
vm_01812,cluster_00003,host_00057
vm_01813,cluster_00004,host_00070
vm_01814,cluster_00013,host_00223
vm_01815,cluster_00015,host_00245
vm_01816,cluster_00009,host_00154
vm_01817,cluster_00006,host_00104
vm_01818,cluster_00008,host_00138
vm_01819,cluster_00005,host_00087
vm_01820,cluster_00002,host_00046
vm_01821,cluster_00012,host_00206
vm_01822,cluster_00009,host_00145
vm_01823,cluster_00007,host_00126
vm_01824,cluster_00015,host_00255
vm_01825,cluster_00008,host_00133
vm_01826,cluster_00007,host_00125
vm_01827,cluster_00001,host_00017
vm_01828,cluster_00009,host_00153
vm_01829,cluster_00017,host_00273
vm_01830,cluster_00008,host_00132
vm_01831,cluster_00017,host_00283
vm_01832,cluster_00016,host_00268
vm_01833,cluster_00000,host_00003
vm_01834,cluster_00014,host_00237
vm_01835,cluster_00007,host_00123
vm_01836,cluster_00019,host_00312
vm_01837,cluster_00016,host_00270
vm_01838,cluster_00010,host_00172
vm_01839,cluster_00006,host_00109
vm_01840,cluster_00010,host_00170
vm_01841,cluster_00006,host_00097
vm_01842,cluster_00016,host_00269
vm_01843,cluster_00007,host_00123
vm_01844,cluster_00015,host_00254
vm_01845,cluster_00004,host_00079
vm_01846,cluster_00009,host_00149
vm_01847,cluster_00013,host_00213
vm_01848,cluster_00011,host_00190
vm_01849,cluster_00013,host_00212
vm_01850,cluster_00019,host_00317
vm_01851,cluster_00012,host_00202
vm_01852,cluster_00015,host_00243
vm_01853,cluster_00016,host_00258
vm_01854,cluster_00007,host_00117
vm_01855,cluster_00010,host_00168
vm_01856,cluster_00012,host_00199
vm_01857,cluster_00004,host_00075
vm_01858,cluster_00010,host_00172
vm_01859,cluster_00017,host_00282
vm_01860,cluster_00013,host_00211
vm_01861,cluster_00003,host_00050
vm_01862,cluster_00006,host_00103
vm_01863,cluster_00017,host_00279
vm_01864,cluster_00013,host_00218
vm_01865,cluster_00005,host_00082
vm_01866,cluster_00010,host_00163
vm_01867,cluster_00002,host_00038
vm_01868,cluster_00008,host_00131
vm_01869,cluster_00013,host_00214
vm_01870,cluster_00009,host_00152
vm_01871,cluster_00014,host_00235
vm_01872,cluster_00011,host_00180
vm_01873,cluster_00012,host_00199
vm_01874,cluster_00016,host_00271
vm_01875,cluster_00010,host_00170
vm_01876,cluster_00018,host_00297
vm_01877,cluster_00002,host_00042
vm_01878,cluster_00007,host_00117
vm_01879,cluster_00003,host_00060
vm_01880,cluster_00018,host_00289
vm_01881,cluster_00019,host_00316
vm_01882,cluster_00012,host_00200
vm_01883,cluster_00008,host_00141
vm_01884,cluster_00013,host_00223
vm_01885,cluster_00016,host_00256
vm_01886,cluster_00015,host_00252
vm_01887,cluster_00015,host_00242
vm_01888,cluster_00001,host_00023
vm_01889,cluster_00011,host_00187
vm_01890,cluster_00005,host_00080
vm_01891,cluster_00019,host_00317
vm_01892,cluster_00009,host_00146
vm_01893,cluster_00006,host_00108
vm_01894,cluster_00015,host_00246
vm_01895,cluster_00014,host_00231
vm_01896,cluster_00011,host_00186
vm_01897,cluster_00001,host_00022
vm_01898,cluster_00009,host_00145
vm_01899,cluster_00007,host_00119
vm_01900,cluster_00000,host_00007
vm_01901,cluster_00005,host_00080
vm_01902,cluster_00018,host_00301
vm_01903,cluster_00003,host_00049
vm_01904,cluster_00005,host_00085
vm_01905,cluster_00012,host_00203
vm_01906,cluster_00012,host_00204
vm_01907,cluster_00007,host_00118
vm_01908,cluster_00014,host_00224
vm_01909,cluster_00014,host_00232
vm_01910,cluster_00016,host_00268
vm_01911,cluster_00007,host_00122
vm_01912,cluster_00018,host_00289
vm_01913,cluster_00007,host_00127
vm_01914,cluster_00001,host_00020
vm_01915,cluster_00005,host_00089
vm_01916,cluster_00000,host_00010
vm_01917,cluster_00002,host_00041
vm_01918,cluster_00011,host_00187
vm_01919,cluster_00012,host_00197
vm_01920,cluster_00017,host_00284
vm_01921,cluster_00012,host_00206
vm_01922,cluster_00016,host_00269
vm_01923,cluster_00008,host_00141
vm_01924,cluster_00015,host_00251
vm_01925,cluster_00005,host_00094
vm_01926,cluster_00016,host_00261
vm_01927,cluster_00016,host_00263
vm_01928,cluster_00009,host_00145
vm_01929,cluster_00004,host_00072
vm_01930,cluster_00011,host_00182
vm_01931,cluster_00019,host_00308
vm_01932,cluster_00015,host_00255
vm_01933,cluster_00019,host_00315
vm_01934,cluster_00019,host_00312
vm_01935,cluster_00000,host_00012
vm_01936,cluster_00005,host_00081
vm_01937,cluster_00014,host_00231
vm_01938,cluster_00004,host_00073
vm_01939,cluster_00007,host_00126
vm_01940,cluster_00006,host_00106
vm_01941,cluster_00019,host_00314
vm_01942,cluster_00014,host_00235
vm_01943,cluster_00012,host_00204
vm_01944,cluster_00003,host_00063
vm_01945,cluster_00009,host_00153
vm_01946,cluster_00006,host_00097
vm_01947,cluster_00018,host_00302
vm_01948,cluster_00017,host_00281
vm_01949,cluster_00005,host_00089
vm_01950,cluster_00016,host_00269
vm_01951,cluster_00007,host_00121
vm_01952,cluster_00016,host_00265
vm_01953,cluster_00015,host_00246
vm_01954,cluster_00001,host_00030
vm_01955,cluster_00004,host_00070
vm_01956,cluster_00017,host_00277
vm_01957,cluster_00015,host_00244
vm_01958,cluster_00003,host_00053
vm_01959,cluster_00001,host_00030
vm_01960,cluster_00002,host_00042
vm_01961,cluster_00007,host_00122
vm_01962,cluster_00017,host_00287
vm_01963,cluster_00009,host_00154
vm_01964,cluster_00001,host_00021
vm_01965,cluster_00005,host_00083
vm_01966,cluster_00018,host_00289
vm_01967,cluster_00000,host_00007
vm_01968,cluster_00019,host_00308
vm_01969,cluster_00008,host_00141
vm_01970,cluster_00006,host_00102
vm_01971,cluster_00004,host_00079
vm_01972,cluster_00013,host_00217
vm_01973,cluster_00007,host_00123
vm_01974,cluster_00003,host_00063
vm_01975,cluster_00010,host_00167
vm_01976,cluster_00008,host_00131
vm_01977,cluster_00007,host_00117
vm_01978,cluster_00005,host_00089
vm_01979,cluster_00007,host_00127
vm_01980,cluster_00001,host_00030
vm_01981,cluster_00004,host_00076
vm_01982,cluster_00002,host_00036
vm_01983,cluster_00013,host_00210
vm_01984,cluster_00010,host_00160
vm_01985,cluster_00018,host_00293
vm_01986,cluster_00019,host_00307
vm_01987,cluster_00010,host_00162
vm_01988,cluster_00014,host_00232
vm_01989,cluster_00017,host_00282
vm_01990,cluster_00014,host_00226
vm_01991,cluster_00014,host_00225
vm_01992,cluster_00014,host_00230
vm_01993,cluster_00002,host_00038
vm_01994,cluster_00009,host_00159
vm_01995,cluster_00017,host_00285
vm_01996,cluster_00000,host_00004
vm_01997,cluster_00002,host_00035
vm_01998,cluster_00009,host_00155
vm_01999,cluster_00010,host_00161
vm_02000,cluster_00019,host_00305
vm_02001,cluster_00013,host_00221
vm_02002,cluster_00009,host_00156
vm_02003,cluster_00005,host_00090
vm_02004,cluster_00015,host_00250
vm_02005,cluster_00018,host_00297
vm_02006,cluster_00016,host_00271
vm_02007,cluster_00017,host_00272
vm_02008,cluster_00016,host_00264
vm_02009,cluster_00009,host_00157
vm_02010,cluster_00008,host_00137
vm_02011,cluster_00009,host_00147
vm_02012,cluster_00005,host_00089
vm_02013,cluster_00009,host_00153
vm_02014,cluster_00014,host_00230
vm_02015,cluster_00010,host_00163
vm_02016,cluster_00017,host_00277
vm_02017,cluster_00000,host_00013
vm_02018,cluster_00016,host_00264
vm_02019,cluster_00010,host_00172
vm_02020,cluster_00012,host_00206
vm_02021,cluster_00013,host_00220
vm_02022,cluster_00015,host_00246
vm_02023,cluster_00010,host_00161
vm_02024,cluster_00008,host_00143
vm_02025,cluster_00008,host_00136
vm_02026,cluster_00016,host_00265
vm_02027,cluster_00002,host_00035
vm_02028,cluster_00007,host_00118
vm_02029,cluster_00016,host_00256
vm_02030,cluster_00004,host_00071
vm_02031,cluster_00005,host_00090
vm_02032,cluster_00001,host_00019
vm_02033,cluster_00000,host_00010
vm_02034,cluster_00009,host_00158
vm_02035,cluster_00009,host_00155
vm_02036,cluster_00009,host_00159
vm_02037,cluster_00018,host_00290
vm_02038,cluster_00003,host_00058
vm_02039,cluster_00007,host_00117
vm_02040,cluster_00009,host_00155
vm_02041,cluster_00005,host_00083
vm_02042,cluster_00001,host_00016
vm_02043,cluster_00001,host_00025
vm_02044,cluster_00003,host_00048
vm_02045,cluster_00006,host_00098
vm_02046,cluster_00016,host_00259
vm_02047,cluster_00005,host_00088
vm_02048,cluster_00000,host_00004
vm_02049,cluster_00010,host_00168
vm_02050,cluster_00008,host_00132
vm_02051,cluster_00000,host_00011
vm_02052,cluster_00018,host_00296
vm_02053,cluster_00017,host_00286
vm_02054,cluster_00007,host_00113
vm_02055,cluster_00001,host_00029
vm_02056,cluster_00007,host_00116
vm_02057,cluster_00007,host_00125
vm_02058,cluster_00003,host_00048
vm_02059,cluster_00008,host_00133
vm_02060,cluster_00006,host_00102
vm_02061,cluster_00000,host_00013
vm_02062,cluster_00015,host_00240
vm_02063,cluster_00017,host_00279
vm_02064,cluster_00012,host_00193
vm_02065,cluster_00015,host_00247
vm_02066,cluster_00014,host_00233
vm_02067,cluster_00002,host_00036
vm_02068,cluster_00001,host_00027
vm_02069,cluster_00002,host_00034
vm_02070,cluster_00010,host_00173
vm_02071,cluster_00006,host_00097
vm_02072,cluster_00001,host_00031
vm_02073,cluster_00004,host_00076
vm_02074,cluster_00013,host_00221
vm_02075,cluster_00011,host_00180
vm_02076,cluster_00014,host_00235
vm_02077,cluster_00012,host_00200
vm_02078,cluster_00013,host_00218
vm_02079,cluster_00000,host_00010
vm_02080,cluster_00012,host_00206
vm_02081,cluster_00004,host_00072
vm_02082,cluster_00014,host_00228
vm_02083,cluster_00017,host_00287
vm_02084,cluster_00008,host_00142
vm_02085,cluster_00008,host_00143
vm_02086,cluster_00015,host_00246
vm_02087,cluster_00000,host_00004
vm_02088,cluster_00001,host_00023
vm_02089,cluster_00018,host_00295
vm_02090,cluster_00003,host_00051
vm_02091,cluster_00014,host_00239
vm_02092,cluster_00018,host_00297
vm_02093,cluster_00012,host_00204
vm_02094,cluster_00003,host_00050
vm_02095,cluster_00016,host_00266
vm_02096,cluster_00001,host_00028
vm_02097,cluster_00001,host_00020
vm_02098,cluster_00005,host_00088
vm_02099,cluster_00019,host_00307
vm_02100,cluster_00010,host_00160
vm_02101,cluster_00013,host_00215
vm_02102,cluster_00017,host_00283
vm_02103,cluster_00001,host_00019
vm_02104,cluster_00019,host_00309
vm_02105,cluster_00013,host_00213
vm_02106,cluster_00005,host_00081
vm_02107,cluster_00004,host_00068
vm_02108,cluster_00000,host_00004
vm_02109,cluster_00018,host_00300
vm_02110,cluster_00008,host_00139
vm_02111,cluster_00017,host_00280
vm_02112,cluster_00001,host_00021
vm_02113,cluster_00017,host_00274
vm_02114,cluster_00008,host_00131
vm_02115,cluster_00007,host_00122
vm_02116,cluster_00011,host_00176
vm_02117,cluster_00015,host_00254
vm_02118,cluster_00003,host_00062
vm_02119,cluster_00007,host_00120
vm_02120,cluster_00019,host_00317
vm_02121,cluster_00019,host_00306
vm_02122,cluster_00003,host_00051
vm_02123,cluster_00018,host_00289
vm_02124,cluster_00011,host_00182
vm_02125,cluster_00007,host_00127
vm_02126,cluster_00009,host_00145
vm_02127,cluster_00001,host_00018
vm_02128,cluster_00009,host_00150
vm_02129,cluster_00014,host_00233
vm_02130,cluster_00002,host_00047
vm_02131,cluster_00019,host_00305
vm_02132,cluster_00019,host_00314
vm_02133,cluster_00002,host_00044
vm_02134,cluster_00016,host_00257
vm_02135,cluster_00013,host_00215
vm_02136,cluster_00012,host_00207
vm_02137,cluster_00004,host_00077
vm_02138,cluster_00017,host_00282
vm_02139,cluster_00013,host_00221
vm_02140,cluster_00011,host_00184
vm_02141,cluster_00012,host_00200
vm_02142,cluster_00008,host_00142
vm_02143,cluster_00012,host_00202
vm_02144,cluster_00015,host_00243
vm_02145,cluster_00007,host_00112
vm_02146,cluster_00011,host_00177
vm_02147,cluster_00005,host_00095
vm_02148,cluster_00006,host_00103
vm_02149,cluster_00018,host_00296
vm_02150,cluster_00013,host_00220
vm_02151,cluster_00010,host_00170
vm_02152,cluster_00019,host_00309
vm_02153,cluster_00006,host_00106
vm_02154,cluster_00000,host_00007
vm_02155,cluster_00006,host_00110
vm_02156,cluster_00005,host_00085
vm_02157,cluster_00009,host_00153
vm_02158,cluster_00019,host_00314
vm_02159,cluster_00019,host_00309
vm_02160,cluster_00016,host_00266
vm_02161,cluster_00017,host_00286
vm_02162,cluster_00017,host_00275
vm_02163,cluster_00012,host_00199
vm_02164,cluster_00015,host_00242
vm_02165,cluster_00003,host_00062
vm_02166,cluster_00011,host_00189
vm_02167,cluster_00014,host_00228
vm_02168,cluster_00006,host_00105
vm_02169,cluster_00000,host_00013
vm_02170,cluster_00001,host_00030
vm_02171,cluster_00002,host_00039
vm_02172,cluster_00009,host_00154
vm_02173,cluster_00012,host_00201
vm_02174,cluster_00013,host_00218
vm_02175,cluster_00018,host_00302
vm_02176,cluster_00010,host_00162
vm_02177,cluster_00016,host_00269
vm_02178,cluster_00012,host_00207
vm_02179,cluster_00005,host_00090
vm_02180,cluster_00012,host_00203
vm_02181,cluster_00017,host_00286
vm_02182,cluster_00002,host_00040
vm_02183,cluster_00007,host_00114
vm_02184,cluster_00010,host_00164
vm_02185,cluster_00000,host_00004
vm_02186,cluster_00006,host_00096
vm_02187,cluster_00009,host_00145
vm_02188,cluster_00008,host_00139
vm_02189,cluster_00008,host_00131
vm_02190,cluster_00009,host_00149
vm_02191,cluster_00009,host_00147
vm_02192,cluster_00017,host_00280
vm_02193,cluster_00019,host_00313
vm_02194,cluster_00019,host_00313
vm_02195,cluster_00003,host_00051
vm_02196,cluster_00013,host_00211
vm_02197,cluster_00011,host_00181
vm_02198,cluster_00009,host_00158
vm_02199,cluster_00012,host_00203
vm_02200,cluster_00005,host_00083
vm_02201,cluster_00011,host_00181
vm_02202,cluster_00011,host_00191
vm_02203,cluster_00010,host_00175
vm_02204,cluster_00002,host_00036
vm_02205,cluster_00018,host_00297
vm_02206,cluster_00015,host_00244
vm_02207,cluster_00016,host_00269
vm_02208,cluster_00018,host_00296
vm_02209,cluster_00009,host_00153
vm_02210,cluster_00014,host_00235
vm_02211,cluster_00004,host_00068
vm_02212,cluster_00006,host_00099
vm_02213,cluster_00006,host_00110
vm_02214,cluster_00017,host_00280
vm_02215,cluster_00013,host_00209
vm_02216,cluster_00009,host_00150
vm_02217,cluster_00012,host_00205
vm_02218,cluster_00018,host_00288
vm_02219,cluster_00016,host_00260
vm_02220,cluster_00011,host_00190
vm_02221,cluster_00002,host_00039
vm_02222,cluster_00011,host_00177
vm_02223,cluster_00001,host_00024
vm_02224,cluster_00003,host_00060
vm_02225,cluster_00004,host_00079
vm_02226,cluster_00000,host_00011
vm_02227,cluster_00001,host_00030
vm_02228,cluster_00017,host_00276
vm_02229,cluster_00003,host_00050
vm_02230,cluster_00019,host_00305
vm_02231,cluster_00004,host_00065
vm_02232,cluster_00015,host_00255
vm_02233,cluster_00008,host_00135
vm_02234,cluster_00014,host_00238
vm_02235,cluster_00002,host_00038
vm_02236,cluster_00010,host_00171
vm_02237,cluster_00009,host_00159
vm_02238,cluster_00010,host_00174
vm_02239,cluster_00019,host_00310
vm_02240,cluster_00014,host_00239
vm_02241,cluster_00008,host_00140
vm_02242,cluster_00013,host_00216
vm_02243,cluster_00017,host_00287
vm_02244,cluster_00013,host_00219
vm_02245,cluster_00009,host_00146
vm_02246,cluster_00017,host_00283
vm_02247,cluster_00013,host_00210
vm_02248,cluster_00008,host_00136
vm_02249,cluster_00017,host_00283
vm_02250,cluster_00008,host_00128
vm_02251,cluster_00013,host_00215
vm_02252,cluster_00015,host_00245
vm_02253,cluster_00010,host_00175
vm_02254,cluster_00012,host_00195
vm_02255,cluster_00012,host_00196
vm_02256,cluster_00011,host_00190
vm_02257,cluster_00007,host_00123
vm_02258,cluster_00000,host_00003
vm_02259,cluster_00015,host_00242
vm_02260,cluster_00010,host_00169
vm_02261,cluster_00015,host_00250
vm_02262,cluster_00012,host_00198
vm_02263,cluster_00009,host_00147
vm_02264,cluster_00003,host_00049
vm_02265,cluster_00007,host_00122
vm_02266,cluster_00005,host_00086
vm_02267,cluster_00018,host_00293
vm_02268,cluster_00009,host_00153
vm_02269,cluster_00018,host_00289
vm_02270,cluster_00005,host_00087
vm_02271,cluster_00011,host_00184
vm_02272,cluster_00014,host_00227
vm_02273,cluster_00003,host_00055
vm_02274,cluster_00003,host_00053
vm_02275,cluster_00007,host_00125
vm_02276,cluster_00014,host_00235
vm_02277,cluster_00000,host_00011
vm_02278,cluster_00018,host_00289
vm_02279,cluster_00013,host_00216
vm_02280,cluster_00019,host_00317
vm_02281,cluster_00011,host_00189
vm_02282,cluster_00009,host_00148
vm_02283,cluster_00003,host_00056
vm_02284,cluster_00012,host_00198
vm_02285,cluster_00007,host_00116
vm_02286,cluster_00017,host_00273
vm_02287,cluster_00016,host_00260
vm_02288,cluster_00018,host_00291
vm_02289,cluster_00012,host_00200
vm_02290,cluster_00001,host_00030
vm_02291,cluster_00012,host_00205
vm_02292,cluster_00014,host_00227
vm_02293,cluster_00009,host_00158
vm_02294,cluster_00004,host_00072
vm_02295,cluster_00010,host_00163
vm_02296,cluster_00009,host_00149
vm_02297,cluster_00015,host_00252
vm_02298,cluster_00015,host_00254
vm_02299,cluster_00012,host_00196
vm_02300,cluster_00000,host_00006
vm_02301,cluster_00001,host_00018
vm_02302,cluster_00000,host_00009
vm_02303,cluster_00017,host_00280
vm_02304,cluster_00016,host_00266
vm_02305,cluster_00017,host_00274
vm_02306,cluster_00006,host_00106
vm_02307,cluster_00002,host_00046
vm_02308,cluster_00010,host_00166
vm_02309,cluster_00004,host_00069
vm_02310,cluster_00014,host_00234
vm_02311,cluster_00019,host_00315
vm_02312,cluster_00008,host_00132
vm_02313,cluster_00009,host_00144
vm_02314,cluster_00017,host_00273
vm_02315,cluster_00018,host_00299
vm_02316,cluster_00000,host_00011
vm_02317,cluster_00017,host_00278
vm_02318,cluster_00005,host_00087
vm_02319,cluster_00002,host_00043
vm_02320,cluster_00007,host_00112
vm_02321,cluster_00009,host_00157
vm_02322,cluster_00013,host_00213
vm_02323,cluster_00000,host_00003
vm_02324,cluster_00011,host_00176
vm_02325,cluster_00015,host_00250
vm_02326,cluster_00005,host_00089
vm_02327,cluster_00005,host_00087
